title,abstract,year,venue,journal,authors,doi,url,referenceCount,citationCount,influentialCitationCount,fieldsOfStudy,s2FieldsOfStudy,isOpenAccess,openAccessPdf,publicationTypes,publicationDate
Business Training and Mentoring: Experimental Evidence from Women-Owned Microenterprises in Ethiopia,"Recent research shows that microenterprises in developing countries are constrained by their managerial capacity, especially in the areas of marketing, record keeping, financial planning, and stock control. In a stratified randomized controlled trial, experienced businesswomen in Ethiopia were given formal business training that addressed these constraints. A second-stage mentoring component in which a random selection of female mentees within the social and business network of the trainees from the first-stage business training received customized mentoring from these trained mentors. Pooled results using three rounds of posttraining surveys carried out over 3 years show that business training causes profit and sales to improve by 0.21 standard deviations, while business practices improve by 0.13 standard deviations. The overall impact of mentoring is muted—strong impacts are observed on the adoption of business practices among mentees, but there is no statistically significant impact on profits.",2021.0,Economic development and cultural change,Economic Development and Cultural Change,"Eliana Carranza, T. Ketema, O. Gras, Bakhtiar Hossain, Anjuman Ara Begum, T. Ananna, Sumaiya Anjum",10.1086/714592,https://www.semanticscholar.org/paper/d787ca5dc84ffe8a11cfc772a2d5e6a173d48bd6,43.0,9.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://openknowledge.worldbank.org/bitstreams/00fe0f95-240f-56df-a8d9-0da35b0b92ea/download,['Review'],2021-02-22
"Water, Spillovers, and Free Riding: Provision of Local Public Goods in a Spatial Network",,2021.0,,ERN: Other Game Theory & Bargaining Theory (Topic),Rossa O’Keeffe-O’Donovan,10.2139/ssrn.3172733,https://www.semanticscholar.org/paper/1661aee34920464e87f65ea1bbcd86d1bced31ab,70.0,2.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",False,,,2021-02-16
Peers in the Field: The Role of Ability and Gender in Peer Effects among Agricultural Workers,,2021.0,,American Journal of Agricultural Economics,"A. Hill, J. Burkhardt",10.1111/AJAE.12192,https://www.semanticscholar.org/paper/328520f43797db34668f72fa7e5629e319747572,53.0,6.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,2021-02-16
Trust As an Entry Barrier: Evidence from FinTech Adoption,,2021.0,Social Science Research Network,Investments eJournal,Keer Yang,10.2139/ssrn.3761468,https://www.semanticscholar.org/paper/2a8c071a80905ed792ef97d397d567ccd5b63810,61.0,10.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,['JournalArticle'],2021-02-15
Learning About Farming: Innovation and Social Networks in a Resettled Community in Brazil,,2021.0,Social Science Research Network,Decision-Making in Public Policy & the Social Good eJournal,"Margherita Comola, C. Inguaggiato, M. Mendola",10.2139/ssrn.3784592,https://www.semanticscholar.org/paper/58f71b7f5fa7a66758aad3cf3db81e3ed06c03b0,63.0,1.0,0.0,,"[{'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://econpapers.repec.org/scripts/redir.pf?u=https%3A%2F%2Fdocs.iza.org%2Fdp14092.pdf;h=repec:iza:izadps:dp14092,,2021-02-09
Modeling and Simulation of Dissemination of Cultivated Land Protection Policies in China,"Cultivated land protection is the top priority of the national economy in China and the livelihood of people. Cultivated land protection policies (CLPP) play an important role in the protection of cultivated land. However, the process of dissemination of CLPP on social networks of farmers has problems, such as distortion of policy content, single dissemination channels, low level of farmers’ knowledge, and low dissemination efficiency. For revealing the characteristics of the dissemination of CLPP in the farmers’ social networks (FSN), this study combines the Suspected–Exposed–Infected–Recovered–Suspected (SEIRS) epidemic model to construct a model of CLPP dissemination suitable for FSN. In addition, a numerical simulation of the dissemination process of CLPP is conducted on the FSN, and the influence of the structural characteristics of the FSN and different model parameters on the dissemination of CLPP is analyzed. Results show that (1) the dissemination rate between farmers in FSN has a significant impact on the scale and speed of CLPP. A greater initial dissemination rate corresponds to faster speed and larger scale of CLPP dissemination. (2) A greater node degree in FSN means stronger dissemination ability for CLPP. Therefore, identifying structural holes (opinion leaders) in FSN can effectively promote the dissemination of CLPP. (3) The SEIRS model can dynamically describe the evolution law of CLPP dissemination process over time through the four states of farmer nodes of suspected, exposed, infected, and recovered. Numerical simulation results show that the immune degradation rate is proportional to CLPP. However, the direct immunization rate is inversely proportional. The increase in immune degradation rate can reduce the number of recovered farmers and improve the efficiency of CLPP dissemination. On the basis of the abovementioned conclusions, this study draws policy recommendations to increase the scale and speed of CLPP dissemination in China.",2021.0,Land,Land,"Xinhai Lu, Yanwei Zhang, Handong Tang",10.3390/LAND10020160,https://www.semanticscholar.org/paper/ba8bb283e4013a8be181f390d1aaffcaa7e9bdd7,52.0,10.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://www.mdpi.com/2073-445X/10/2/160/pdf?version=1612748563,,2021-02-05
The Demand for Advice: Theory and Empirical Evidence from Farmers in Sub-Saharan Africa,"
 Low levels of investment into modern technologies, and limited use of measures that have low monetary cost but the potential for high yields, are often regarded as obstacles to further agricultural development. This paper investigates farmers’ demand for one such measure, namely agricultural advisory services. These have modest (most frequently zero) monetary user cost but, according to some recent research, have the potential to result in large increases of yields. Yet demand for these extension services is often low. We propose that costly attention may be part of the explanation for this. In our model, advisory services are available free of charge, but positive effects on production are only realized if farmers devote attention to listening to and implementing the provided advice. Modeling farmers as rational decision makers facing scarce attention, we identify the circumstances under which farmers may optimally abstain from demanding advisory services. The model complements the insights of other theories commonly used to explain suboptimal farm decisions and outcomes, and generates testable predictions, which are consistent with empirical evidence based on a large farm-level panel dataset from Sub-Saharan Africa.",2021.0,World Bank Economic Review,The World Bank Economic Review,"Dominik Naeher, Matthias Schündeln",10.1596/1813-9450-9532,https://www.semanticscholar.org/paper/14e526e3eaa73e35d235eeee1480d1e8da9fbdb6,84.0,7.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://openknowledge.worldbank.org/bitstreams/bbaae43f-d8e4-5045-926d-0b7ca9295a1b/download,['Book'],2021-02-02
Human capital investment and firms’ industrial emissions: Evidence and mechanism,,2021.0,,Journal of Economic Behavior and Organization,"Shiyi Chen, Hong Song, Chen Y. Wu",10.1016/j.jebo.2020.12.002,https://www.semanticscholar.org/paper/06ff437b75698fbfcb413cabf62675ac99c0af42,56.0,56.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,2021-02-01
"Irrigation, Technical Efficiency, and Farm Size: The Case of Brazil","In developing countries, irrigation can help to decrease poverty in rural areas through increased employment in the agricultural sector. Evidence shows that irrigation may increase farm productivity and technical efficiency. In this paper, we estimate the effect of irrigation on farm technical efficiency in Brazil using the 2006 Agricultural Census dataset on more than 4 million farms. We estimate a stochastic production frontier at farm level, considering potential selection bias in irrigation adoption. We find that farms using irrigation are on average 2.51% more technically efficient compared to rain-fed farms. Our findings also suggest that while small farms are more efficient than medium and large farms, the largest difference in technical efficiency between rain-fed and irrigated farms is among large farms. Our results indicate that policies that seek to support expansion of irrigation adoption has also the potential to achieve greater rural development given the estimated effects estimated in this paper among very small and small farms, which are more than 70% of the farms in Brazil.",2021.0,Sustainability,Sustainability,"G. Morais, F. Silva, C. Freitas, M. Braga",10.3390/SU13031132,https://www.semanticscholar.org/paper/67d2a16092fe72c8eef966ef0ce5f2c8ec57e4d7,78.0,16.0,1.0,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",True,https://www.mdpi.com/2071-1050/13/3/1132/pdf?version=1611725533,,2021-01-22
Traditional knowledge affects soil management ability of smallholder farmers in marginal areas,"Soil fertility is key to sustainable intensification of agriculture and food security in sub-Saharan Africa. However, when soil nutrients are not adequately managed, smallholder farming practices slowly erode soils to almost inert systems. This case study contributes to the understanding of such failures in marginal areas. We integrate agronomic and social sciences approaches to explore links between smallholder households’ farming knowledge and soil fertility in an ethnopedological perspective. We interview 280 smallholder households in two areas of the Ethiopian highlands, while collecting measures of 11 soil parameters at their main field. By analyzing soil compositions at tested households, we identify a novel measure of soil management ability, which provides an effective empirical characterization of the soil managing capacity of a household. Regression analysis is used to evaluate the effects of household knowledge on the soil management ability derived from laboratory analysis. Results highlight the complexity of knowledge transmission in low-input remote areas. We are able to disentangle a home learning and a social learning dimension of the household knowledge and appraise how they can result in virtuous and vicious cycles of soil management ability. We show that higher soil management ability is associated with farmers relying to a great extent on farming knowledge acquired within the household, as a result of practices slowly elaborated over the years. Conversely, lower soil management ability is linked to households valuing substantially farming knowledge acquired through neighbors and social gatherings. The present study is the first to formulate the concept of soil management ability and to investigate the effects of the presence and the types of farming knowledge on the soil management ability of smallholder farmers in remote areas. We show that farming knowledge has a primary role on soil fertility and we advise its consideration in agricultural development policies.",2021.0,Agronomy for Sustainable Development,Agronomy for Sustainable Development,"M. Occelli, A. Mantino, G. Ragaglini, Matteo Dell’Acqua, C. Fadda, M. E. Pè, A. Nuvolari",10.1007/s13593-020-00664-x,https://www.semanticscholar.org/paper/8615520c771404d69962f2d51b3c0ce2c4833814,58.0,14.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",True,https://link.springer.com/content/pdf/10.1007/s13593-020-00664-x.pdf,,2021-01-11
